compressive_strength,cement,blast_furnace_slag,water,super_plasticisers,coarse_aggregate,fine_aggregate,age
14.14,305.3,203.5,203.5,0.0,965.4,631.0,3
47.78,236.0,157.0,192.0,0.0,972.6,749.1,90
2.33,108.3,162.4,203.5,0.0,938.2,849.0,3
16.89,157.0,236.0,192.0,0.0,935.4,781.2,7
23.52,288.0,192.0,192.0,0.0,932.0,717.8,7
6.81,212.0,141.3,203.5,0.0,973.4,750.0,3
39.7,212.0,141.3,203.5,0.0,973.4,750.0,90
17.96,153.0,102.0,192.0,0.0,888.0,943.1,28
32.88,236.0,157.0,192.0,0.0,972.6,749.1,28
22.35,116.0,173.0,192.0,0.0,909.8,891.9,28
10.79,183.9,122.6,203.5,0.0,959.2,800.0,7
7.72,108.3,162.4,203.5,0.0,938.2,849.0,7
41.68,203.5,305.3,203.5,0.0,963.4,630.0,28
9.56,203.5,305.3,203.5,0.0,963.4,630.0,3
6.88,133.0,200.0,192.0,0.0,927.4,839.2,3
50.53,288.0,192.0,192.0,0.0,932.0,717.8,90
17.17,200.0,133.0,192.0,0.0,965.4,806.2,7
30.44,200.0,133.0,192.0,0.0,965.4,806.2,28
9.73,250.2,166.8,203.5,0.0,977.6,694.1,3
3.32,122.6,183.9,203.5,0.0,958.2,800.1,3
26.32,153.0,102.0,192.0,0.0,888.0,943.1,90
43.25,200.0,133.0,192.0,0.0,965.4,806.2,90
6.28,116.0,173.0,192.0,0.0,909.8,891.9,3
32.1,173.0,116.0,192.0,0.0,946.8,856.8,90
36.96,250.2,166.8,203.5,0.0,977.6,694.1,28
54.6,305.3,203.5,203.5,0.0,965.4,631.0,90
21.48,192.0,288.0,192.0,0.0,929.8,716.1,7
9.69,157.0,236.0,192.0,0.0,935.4,781.2,3
8.37,153.0,102.0,192.0,0.0,888.0,943.1,7
39.66,141.3,212.0,203.5,0.0,971.8,748.5,90
10.09,116.0,173.0,192.0,0.0,909.8,891.9,7
4.83,141.3,212.0,203.5,0.0,971.8,748.5,3
10.35,122.6,183.9,203.5,0.0,958.2,800.1,7
43.57,166.8,250.2,203.5,0.0,975.6,692.6,90
51.86,203.5,305.3,203.5,0.0,963.4,630.0,90
11.85,310.0,0.0,192.0,0.0,1012.0,830.0,3
17.24,310.0,0.0,192.0,0.0,1012.0,830.0,7
27.83,310.0,0.0,192.0,0.0,1012.0,830.0,28
35.76,310.0,0.0,192.0,0.0,1012.0,830.0,90
38.7,310.0,0.0,192.0,0.0,1012.0,830.0,120
14.31,331.0,0.0,192.0,0.0,1025.0,821.0,3
17.44,331.0,0.0,192.0,0.0,1025.0,821.0,7
31.74,331.0,0.0,192.0,0.0,1025.0,821.0,28
37.91,331.0,0.0,192.0,0.0,1025.0,821.0,90
39.38,331.0,0.0,192.0,0.0,1025.0,821.0,120
15.87,349.0,0.0,192.0,0.0,1056.0,809.0,3
9.01,349.0,0.0,192.0,0.0,1056.0,809.0,7
33.61,349.0,0.0,192.0,0.0,1056.0,809.0,28
40.66,349.0,0.0,192.0,0.0,1056.0,809.0,90
40.86,349.0,0.0,192.0,0.0,1056.0,809.0,120
12.05,238.0,0.0,186.0,0.0,1119.0,789.0,7
17.54,238.0,0.0,186.0,0.0,1119.0,789.0,28
18.91,296.0,0.0,186.0,0.0,1090.0,769.0,7
25.18,296.0,0.0,186.0,0.0,1090.0,769.0,28
30.96,297.0,0.0,186.0,0.0,1040.0,734.0,7
43.89,480.0,0.0,192.0,0.0,936.0,721.0,28
54.28,480.0,0.0,192.0,0.0,936.0,721.0,90
36.94,397.0,0.0,186.0,0.0,1040.0,734.0,28
14.5,281.0,0.0,186.0,0.0,1104.0,774.0,7
22.44,281.0,0.0,185.0,0.0,1104.0,774.0,28
12.64,500.0,0.0,200.0,0.0,1125.0,613.0,1
26.06,500.0,0.0,200.0,0.0,1125.0,613.0,3
33.21,500.0,0.0,200.0,0.0,1125.0,613.0,7
36.94,500.0,0.0,200.0,0.0,1125.0,613.0,14
44.09,500.0,0.0,200.0,0.0,1125.0,613.0,28
52.61,540.0,0.0,173.0,0.0,1125.0,613.0,7
59.76,540.0,0.0,173.0,0.0,1125.0,613.0,14
67.31,540.0,0.0,173.0,0.0,1125.0,613.0,28
69.66,540.0,0.0,173.0,0.0,1125.0,613.0,90
71.62,540.0,0.0,173.0,0.0,1125.0,613.0,180
74.17,540.0,0.0,173.0,0.0,1125.0,613.0,270
18.13,350.0,0.0,203.0,0.0,974.0,775.0,7
22.53,350.0,0.0,203.0,0.0,974.0,775.0,14
27.34,350.0,0.0,203.0,0.0,974.0,775.0,28
29.98,350.0,0.0,203.0,0.0,974.0,775.0,56
31.35,350.0,0.0,203.0,0.0,974.0,775.0,90
32.72,350.0,0.0,203.0,0.0,974.0,775.0,180
6.27,385.0,0.0,186.0,0.0,966.0,763.0,1
14.7,385.0,0.0,186.0,0.0,966.0,763.0,3
23.22,385.0,0.0,186.0,0.0,966.0,763.0,7
27.92,385.0,0.0,186.0,0.0,966.0,763.0,14
31.35,385.0,0.0,186.0,0.0,966.0,763.0,28
39.0,331.0,0.0,192.0,0.0,978.0,825.0,180
41.24,331.0,0.0,192.0,0.0,978.0,825.0,360
14.99,349.0,0.0,192.0,0.0,1047.0,806.0,3
13.52,331.0,0.0,192.0,0.0,978.0,825.0,3
24.0,382.0,0.0,186.0,0.0,1047.0,739.0,7
37.42,382.0,0.0,186.0,0.0,1047.0,739.0,28
11.47,382.0,0.0,186.0,0.0,1111.0,784.0,7
22.44,281.0,0.0,186.0,0.0,1104.0,774.0,28
21.16,339.0,0.0,185.0,0.0,1069.0,754.0,7
31.84,339.0,0.0,185.0,0.0,1069.0,754.0,28
14.8,295.0,0.0,185.0,0.0,1069.0,769.0,7
25.18,295.0,0.0,185.0,0.0,1069.0,769.0,28
17.54,238.0,0.0,185.0,0.0,1118.0,789.0,28
14.2,296.0,0.0,192.0,0.0,1085.0,765.0,7
21.65,296.0,0.0,192.0,0.0,1085.0,765.0,28
29.39,296.0,0.0,192.0,0.0,1085.0,765.0,90
13.52,331.0,0.0,192.0,0.0,879.0,825.0,3
16.26,331.0,0.0,192.0,0.0,978.0,825.0,7
31.45,331.0,0.0,192.0,0.0,978.0,825.0,28
37.23,331.0,0.0,192.0,0.0,978.0,825.0,90
18.13,349.0,0.0,192.0,0.0,1047.0,806.0,7
32.72,349.0,0.0,192.0,0.0,1047.0,806.0,28
39.49,349.0,0.0,192.0,0.0,1047.0,806.0,90
41.05,349.0,0.0,192.0,0.0,1047.0,806.0,180
42.13,349.0,0.0,192.0,0.0,1047.0,806.0,360
18.13,302.0,0.0,203.0,0.0,974.0,817.0,14
26.74,302.0,0.0,203.0,0.0,974.0,817.0,180
61.92,525.0,0.0,189.0,0.0,1125.0,613.0,180
47.22,500.0,0.0,200.0,0.0,1125.0,613.0,90
51.04,500.0,0.0,200.0,0.0,1125.0,613.0,180
55.16,500.0,0.0,200.0,0.0,1125.0,613.0,270
41.64,540.0,0.0,173.0,0.0,1125.0,613.0,3
13.71,252.0,0.0,185.0,0.0,1111.0,784.0,7
19.69,252.0,0.0,185.0,0.0,1111.0,784.0,28
31.65,339.0,0.0,185.0,0.0,1060.0,754.0,28
19.11,393.0,0.0,192.0,0.0,940.0,758.0,3
39.58,393.0,0.0,192.0,0.0,940.0,758.0,28
48.79,393.0,0.0,192.0,0.0,940.0,758.0,90
24.0,382.0,0.0,185.0,0.0,1047.0,739.0,7
37.42,382.0,0.0,185.0,0.0,1047.0,739.0,28
11.47,252.0,0.0,186.0,0.0,1111.0,784.0,7
19.69,252.0,0.0,185.0,0.0,1111.0,784.0,28
14.99,310.0,0.0,192.0,0.0,970.0,850.0,7
27.92,310.0,0.0,192.0,0.0,970.0,850.0,28
34.68,310.0,0.0,192.0,0.0,970.0,850.0,90
37.33,310.0,0.0,192.0,0.0,970.0,850.0,180
38.11,310.0,0.0,192.0,0.0,970.0,850.0,360
33.8,525.0,0.0,189.0,0.0,1125.0,613.0,3
42.42,525.0,0.0,189.0,0.0,1125.0,613.0,7
48.4,525.0,0.0,189.0,0.0,1125.0,613.0,14
55.94,525.0,0.0,189.0,0.0,1125.0,613.0,28
58.78,525.0,0.0,189.0,0.0,1125.0,613.0,90
67.11,525.0,0.0,189.0,0.0,1125.0,613.0,270
20.77,322.0,0.0,203.0,0.0,974.0,800.0,14
25.18,322.0,0.0,203.0,0.0,974.0,800.0,28
29.59,322.0,0.0,203.0,0.0,974.0,800.0,180
21.75,302.0,0.0,203.0,0.0,974.0,817.0,28
39.09,397.0,0.0,185.0,0.0,1040.0,734.0,28
24.39,480.0,0.0,192.0,0.0,936.0,721.0,3
50.51,522.0,0.0,146.0,0.0,896.0,896.0,7
74.99,522.0,0.0,146.0,0.0,896.0,896.0,28
37.17,273.0,105.0,210.0,9.0,904.0,680.0,28
33.76,162.0,190.0,179.0,19.0,838.0,741.0,28
16.5,154.0,144.0,220.0,10.0,923.0,658.0,28
19.99,147.0,115.0,202.0,9.0,860.0,829.0,28
36.35,152.0,178.0,168.0,18.0,944.0,695.0,28
33.69,310.0,143.0,168.0,22.0,914.0,651.0,28
15.42,144.0,0.0,158.0,18.0,943.0,844.0,28
33.42,304.0,140.0,214.0,6.0,895.0,722.0,28
39.05,374.0,0.0,190.0,7.0,1013.0,730.0,28
27.68,159.0,149.0,175.0,15.0,953.0,720.0,28
26.86,153.0,239.0,200.0,6.0,1002.0,684.0,28
45.3,310.0,143.0,168.0,10.0,914.0,804.0,28
30.12,305.0,0.0,196.0,10.0,959.0,705.0,28
15.57,151.0,0.0,167.0,12.0,991.0,772.0,28
44.61,142.0,167.0,174.0,11.0,883.0,785.0,28
53.52,298.0,137.0,201.0,6.0,878.0,655.0,28
57.21,321.0,164.0,190.0,5.0,870.0,774.0,28
65.91,366.0,187.0,191.0,7.0,824.0,757.0,28
52.82,280.0,129.0,172.0,9.0,825.0,805.0,28
33.4,252.0,97.0,194.0,8.0,835.0,821.0,28
18.03,165.0,0.0,182.0,12.0,1023.0,729.0,28
37.36,156.0,243.0,180.0,11.0,1022.0,698.0,28
32.84,160.0,188.0,203.0,11.0,829.0,710.0,28
42.64,298.0,0.0,186.0,6.0,879.0,815.0,28
40.06,318.0,0.0,210.0,6.0,861.0,737.0,28
41.94,287.0,121.0,188.0,9.0,904.0,696.0,28
61.23,326.0,166.0,174.0,9.0,882.0,790.0,28
40.87,356.0,0.0,193.0,11.0,801.0,778.0,28
33.3,132.0,207.0,179.0,5.0,867.0,736.0,28
52.42,322.0,149.0,186.0,8.0,951.0,709.0,28
15.09,164.0,0.0,181.0,13.0,849.0,846.0,28
38.46,314.0,0.0,170.0,10.0,925.0,783.0,28
37.26,321.0,0.0,182.0,11.0,870.0,780.0,28
35.23,140.0,164.0,237.0,6.0,869.0,656.0,28
42.13,288.0,121.0,177.0,7.0,908.0,829.0,28
31.87,298.0,0.0,210.0,11.0,880.0,744.0,28
41.54,265.0,111.0,195.0,6.0,833.0,790.0,28
39.45,160.0,250.0,168.0,12.0,1049.0,688.0,28
37.91,166.0,260.0,183.0,13.0,859.0,827.0,28
44.28,276.0,116.0,180.0,9.0,870.0,768.0,28
31.18,322.0,0.0,196.0,10.0,818.0,813.0,28
23.69,149.0,139.0,193.0,6.0,892.0,780.0,28
32.76,159.0,187.0,176.0,11.0,990.0,789.0,28
32.4,261.0,100.0,201.0,9.0,864.0,761.0,28
28.63,237.0,92.0,247.0,6.0,853.0,695.0,28
36.8,313.0,0.0,178.0,8.0,1002.0,689.0,28
18.28,155.0,183.0,193.0,9.0,1047.0,697.0,28
33.06,146.0,230.0,202.0,3.0,827.0,872.0,28
31.42,296.0,0.0,221.0,11.0,819.0,778.0,28
31.03,133.0,210.0,196.0,3.0,949.0,795.0,28
44.39,313.0,145.0,178.0,8.0,867.0,824.0,28
12.18,152.0,0.0,184.0,8.0,992.0,816.0,28
25.56,153.0,145.0,178.0,8.0,1002.0,689.0,28
36.44,140.0,133.0,200.0,7.0,916.0,753.0,28
32.96,149.0,236.0,176.0,13.0,847.0,893.0,28
23.84,300.0,0.0,212.0,10.0,878.0,728.0,28
26.23,153.0,145.0,178.0,8.0,867.0,824.0,28
17.95,148.0,0.0,158.0,16.0,1002.0,830.0,28
40.68,326.0,0.0,199.0,11.0,801.0,792.0,28
19.01,153.0,145.0,178.0,8.0,1000.0,822.0,28
33.72,262.0,111.0,195.0,5.0,895.0,733.0,28
8.54,158.0,0.0,220.0,11.0,898.0,713.0,28
13.46,151.0,0.0,167.0,16.0,1074.0,678.0,28
32.24,273.0,0.0,199.0,11.0,931.0,762.0,28
23.52,149.0,118.0,183.0,7.0,953.0,780.0,28
29.72,143.0,169.0,191.0,8.0,967.0,643.0,28
49.77,260.0,101.0,171.0,10.0,936.0,763.0,28
52.44,313.0,161.0,178.0,10.0,917.0,759.0,28
40.93,284.0,120.0,168.0,7.0,970.0,794.0,28
44.86,336.0,0.0,182.0,3.0,986.0,817.0,28
13.2,145.0,0.0,181.0,11.0,979.0,812.0,28
37.43,150.0,237.0,174.0,12.0,1069.0,675.0,28
29.87,144.0,170.0,192.0,8.0,814.0,805.0,28
56.61,331.0,170.0,195.0,8.0,811.0,802.0,28
12.46,155.0,0.0,193.0,9.0,1047.0,697.0,28
23.79,155.0,183.0,193.0,9.0,877.0,868.0,28
13.29,135.0,0.0,180.0,10.0,961.0,805.0,28
39.42,266.0,112.0,178.0,10.0,910.0,745.0,28
46.23,314.0,145.0,179.0,8.0,869.0,690.0,28
44.52,313.0,145.0,127.0,8.0,1000.0,822.0,28
23.74,146.0,173.0,182.0,3.0,986.0,817.0,28
26.14,144.0,136.0,178.0,7.0,941.0,774.0,28
15.52,148.0,0.0,181.0,15.0,839.0,884.0,28
43.57,277.0,117.0,191.0,7.0,946.0,666.0,28
35.86,298.0,0.0,164.0,13.0,953.0,784.0,28
41.05,313.0,145.0,178.0,8.0,1002.0,689.0,28
28.99,155.0,184.0,194.0,9.0,880.0,699.0,28
46.24,289.0,134.0,195.0,6.0,924.0,760.0,28
26.92,148.0,175.0,171.0,2.0,1000.0,828.0,28
10.54,145.0,0.0,202.0,8.0,824.0,869.0,28
25.1,313.0,0.0,178.0,8.0,1000.0,822.0,28
29.07,136.0,162.0,172.0,10.0,923.0,764.0,28
9.74,155.0,0.0,193.0,9.0,877.0,868.0,28
33.8,255.0,99.0,189.0,6.0,919.0,749.0,28
39.84,162.0,207.0,216.0,10.0,822.0,638.0,28
26.97,136.0,196.0,199.0,6.0,847.0,783.0,28
27.23,164.0,163.0,197.0,8.0,961.0,641.0,28
30.65,162.0,214.0,202.0,10.0,820.0,680.0,28
33.05,157.0,214.0,200.0,9.0,819.0,704.0,28
24.58,149.0,153.0,192.0,8.0,935.0,623.0,28
21.91,135.0,105.0,196.0,6.0,965.0,643.0,28
30.88,159.0,209.0,201.0,7.0,848.0,669.0,28
15.34,144.0,15.0,176.0,6.0,1021.0,709.0,28
24.34,154.0,174.0,228.0,7.0,845.0,612.0,28
23.89,167.0,187.0,185.0,7.0,898.0,636.0,28
22.93,184.0,86.0,213.0,6.0,923.0,623.0,28
29.41,156.0,178.0,221.0,7.0,854.0,614.0,28
28.63,236.9,91.7,246.9,6.0,852.9,695.4,28
36.8,313.3,0.0,178.5,8.0,1001.9,688.7,28
18.29,154.8,183.4,193.3,9.1,1047.4,696.7,28
32.72,145.9,230.5,202.5,3.4,827.0,871.8,28
31.42,296.0,0.0,221.4,10.5,819.2,778.4,28
28.94,133.1,210.2,195.7,3.1,949.4,795.3,28
40.93,313.3,145.0,178.5,8.0,867.2,824.0,28
12.18,151.6,0.0,184.4,7.9,992.0,815.9,28
25.56,153.1,145.0,178.5,8.0,1001.9,688.7,28
36.44,139.9,132.6,200.3,7.4,916.0,753.4,28
32.96,149.5,236.0,175.8,12.6,846.8,892.7,28
23.84,299.8,0.0,211.5,9.9,878.2,727.6,28
26.23,153.1,145.0,178.5,8.0,867.2,824.0,28
17.96,148.1,0.0,158.1,16.1,1001.8,830.1,28
38.63,326.5,0.0,199.0,10.8,801.1,792.5,28
19.01,152.7,144.7,178.1,8.0,999.7,822.2,28
33.72,261.9,110.5,195.4,5.0,895.2,732.6,28
8.54,158.4,0.0,219.7,11.0,897.7,712.9,28
13.46,150.7,0.0,166.7,15.6,1074.5,678.0,28
32.25,272.6,0.0,198.7,10.6,931.3,762.2,28
23.52,149.0,117.6,182.9,7.1,953.4,780.3,28
29.73,143.0,169.4,190.7,8.4,967.4,643.5,28
49.77,259.9,100.6,170.6,10.4,935.7,762.9,28
52.45,312.9,160.5,177.6,9.6,916.6,759.5,28
40.93,284.0,119.7,168.3,7.2,970.4,794.2,28
44.87,336.5,0.0,181.9,3.4,985.8,816.8,28
13.2,144.8,0.0,180.8,11.1,979.5,811.5,28
37.43,150.0,236.8,173.8,11.9,1069.3,674.8,28
29.87,143.7,170.2,191.6,8.5,814.1,805.3,28
56.62,330.5,169.6,194.9,8.1,811.0,802.3,28
12.46,154.8,0.0,193.3,9.1,1047.4,696.7,28
23.79,154.8,183.4,193.3,9.1,877.2,867.7,28
13.29,134.7,0.0,180.2,10.0,961.0,804.9,28
39.42,266.2,112.3,177.9,10.4,909.7,744.5,28
46.23,314.0,145.3,178.9,8.0,869.1,690.2,28
44.52,312.7,144.7,127.3,8.0,999.7,822.2,28
23.74,145.7,172.6,181.9,3.4,985.8,816.8,28
26.15,143.8,136.3,178.1,7.5,941.5,774.3,28
15.53,148.1,0.0,181.4,15.0,838.9,884.3,28
43.58,277.0,116.8,190.6,7.0,946.5,665.6,28
35.87,298.1,0.0,163.6,12.8,953.2,784.0,28
41.05,313.3,145.0,178.5,8.0,1001.9,688.7,28
28.99,155.2,183.9,193.8,9.2,879.6,698.5,28
46.25,289.0,133.7,194.9,5.5,924.1,760.1,28
26.92,147.8,175.1,171.2,2.2,1000.0,828.5,28
10.54,145.4,0.0,201.7,7.8,824.0,868.7,28
25.1,312.7,0.0,178.1,8.0,999.7,822.2,28
29.07,136.4,161.6,171.6,10.4,922.6,764.4,28
9.74,154.8,0.0,193.3,9.1,877.2,867.7,28
33.8,255.3,98.8,188.6,6.5,919.0,749.3,28
37.17,272.8,105.1,209.7,9.0,904.0,679.7,28
33.76,162.0,190.1,178.8,18.8,838.1,741.4,28
16.5,153.6,144.2,220.1,10.1,923.2,657.9,28
19.99,146.5,114.6,201.9,8.8,860.0,829.5,28
36.35,151.8,178.1,167.5,18.3,944.0,694.6,28
38.22,309.9,142.8,167.8,22.1,913.9,651.2,28
15.42,143.6,0.0,158.4,17.9,942.7,844.5,28
33.42,303.6,139.9,213.5,6.2,895.5,722.5,28
39.06,374.3,0.0,190.2,6.7,1013.2,730.4,28
27.68,158.6,148.9,175.1,15.0,953.3,719.7,28
26.86,152.6,238.7,200.0,6.3,1001.8,683.9,28
45.3,310.0,142.8,167.9,10.0,914.3,804.0,28
30.12,304.8,0.0,196.0,9.8,959.4,705.2,28
15.57,150.9,0.0,166.6,11.6,991.2,772.2,28
44.61,141.9,166.6,173.5,10.9,882.6,785.3,28
53.52,297.8,137.2,201.3,6.0,878.4,655.3,28
57.22,321.3,164.2,190.5,4.6,870.0,774.0,28
65.91,366.0,187.0,191.3,6.6,824.3,756.9,28
52.83,279.8,128.9,172.4,9.5,825.1,804.9,28
33.4,252.1,97.1,193.8,8.3,835.5,821.4,28
18.03,164.6,0.0,181.6,11.7,1023.3,728.9,28
37.36,155.6,243.5,180.3,10.7,1022.0,697.7,28
35.31,160.2,188.0,203.2,11.3,828.7,709.7,28
42.64,298.1,0.0,186.4,6.1,879.0,815.2,28
40.06,317.9,0.0,209.7,5.7,860.5,736.6,28
43.8,287.3,120.5,187.6,9.2,904.4,695.9,28
61.24,325.6,166.4,174.0,8.9,881.6,790.0,28
40.87,355.9,0.0,193.3,11.0,801.4,778.4,28
33.31,132.0,206.5,178.9,5.5,866.9,735.6,28
52.43,322.5,148.6,185.8,8.5,951.0,709.5,28
15.09,164.2,0.0,181.2,12.6,849.3,846.0,28
38.46,313.8,0.0,169.9,10.1,925.3,782.9,28
37.27,321.4,0.0,182.5,11.5,870.1,779.7,28
35.23,139.7,163.9,236.7,5.8,868.6,655.6,28
42.14,288.4,121.0,177.4,7.0,907.9,829.5,28
31.88,298.2,0.0,209.7,11.1,879.6,744.2,28
41.54,264.5,111.0,195.5,5.9,832.6,790.4,28
39.46,159.8,250.0,168.4,12.2,1049.3,688.2,28
37.92,166.0,259.7,183.2,12.7,858.8,826.8,28
44.28,276.4,116.0,179.6,8.9,870.1,768.3,28
31.18,322.2,0.0,196.0,10.4,817.9,813.4,28
23.7,148.5,139.4,192.7,6.1,892.4,780.0,28
32.77,159.1,186.7,175.6,11.3,989.6,788.9,28
32.4,260.9,100.5,200.6,8.6,864.5,761.5,28
